cell,system,instance,noise,n_rows_06,n_rows_14,ceiling_06,ceiling_14,delta
repressilator_4_1em8,repressilator,4,1em8,604,100,2.0897163777178207e-08,2.0897243602213678e-08,7.982503547054876e-14
repressilator_5_0,repressilator,5,0,568,100,4.263256414560601e-14,1.2301271112846734e-12,1.1874945471390674e-12
repressilator_5_1em2,repressilator,5,1em2,421,100,0.013919120561924347,0.01391912169171905,1.1297947022370636e-09
repressilator_5_1em4,repressilator,5,1em4,491,100,5.149891455658029e-05,5.149893105538261e-05,1.6498802324349526e-11
repressilator_5_1em6,repressilator,5,1em6,591,100,1.4579255708246919e-06,1.4579247610280177e-06,-8.097966741615892e-13
repressilator_5_1em8,repressilator,5,1em8,672,100,9.541340051377745e-09,9.541338163998603e-09,-1.887379141862766e-15
repressilator_6_0,repressilator,6,0,453,100,6.769584892651892e-14,2.162714451969805e-13,1.4857559627046157e-13
repressilator_6_1em2,repressilator,6,1em2,419,100,0.030514000427130344,0.0857352156545099,0.05522121522737955
repressilator_6_1em4,repressilator,6,1em4,427,100,0.0003157671701239373,0.0003157671205217816,-4.9602155716144125e-11
repressilator_6_1em6,repressilator,6,1em6,650,100,3.1774618418078937e-06,3.1774618640678653e-06,2.225997164373439e-14
repressilator_6_1em8,repressilator,6,1em8,537,100,1.055345777434269e-07,1.055347180756172e-07,1.4033219031261979e-13
repressilator_7_0,repressilator,7,0,567,100,1.4865886299730846e-13,2.4188429037508286e-12,2.27018404075352e-12
repressilator_7_1em2,repressilator,7,1em2,473,100,0.006182170965420286,0.021447348555155732,0.015265177589735446
repressilator_7_1em4,repressilator,7,1em4,498,100,0.0002691125152065599,0.0002691127088515488,1.9364498893281734e-10
repressilator_7_1em6,repressilator,7,1em6,664,100,1.1414189380332118e-06,1.141418933703342e-06,-4.3298697960381105e-15
repressilator_7_1em8,repressilator,7,1em8,666,100,3.323895592100001e-08,3.3240338259687974e-08,1.3823386879607824e-12
repressilator_8_0,repressilator,8,0,582,100,5.595524044110789e-14,4.75175454539567e-14,-8.43769498715119e-15
repressilator_8_1em2,repressilator,8,1em2,518,100,0.030459227214503504,0.048627017803407724,0.01816779058890422
repressilator_8_1em4,repressilator,8,1em4,494,100,0.00021534900630104659,0.0002153490061692631,-1.3178347302300608e-13
repressilator_8_1em6,repressilator,8,1em6,679,100,2.8669343710152617e-07,2.866934392109499e-07,2.1094237467877974e-15
repressilator_8_1em8,repressilator,8,1em8,664,100,1.2140476512989551e-08,1.2140626115542119e-08,1.4960255256823984e-13
repressilator_9_0,repressilator,9,0,534,100,3.780309398848658e-14,1.0235146064019318e-12,9.857115124134452e-13
repressilator_9_1em2,repressilator,9,1em2,539,100,0.017274297814978856,0.0371916008604094,0.019917303045430546
repressilator_9_1em4,repressilator,9,1em4,517,100,0.00016345208197177108,0.0001634521351282503,5.315647921833033e-11
repressilator_9_1em6,repressilator,9,1em6,658,100,9.777255016718556e-07,9.777254912357591e-07,-1.0436096431476471e-14
repressilator_9_1em8,repressilator,9,1em8,630,100,1.291767315336756e-08,1.2920146397199517e-08,2.4732438319574612e-12
seir_0_0,seir,0,0,889,100,1.963984530561902e-12,1.7775780847273381e-12,-1.8640644583456378e-13
seir_0_1em2,seir,0,1em2,521,100,0.07851596057829996,0.10037444992271838,0.02185848934441842
seir_0_1em4,seir,0,1em4,788,100,0.0007430938079970861,0.05270671388040282,0.051963620072405736
seir_0_1em6,seir,0,1em6,1089,100,2.161126983157846e-05,2.160928258343464e-05,-1.9872481438198975e-09
seir_0_1em8,seir,0,1em8,907,100,1.2302376228845446e-07,1.230579581013025e-07,3.419581284802575e-11
seir_1_0,seir,1,0,787,100,1.1850631587151383e-11,1.2437051388758391e-11,5.864198016070077e-13
seir_1_1em2,seir,1,1em2,1160,100,0.25013678325576283,1.083549694138728,0.8334129108829651
seir_1_1em4,seir,1,1em4,890,100,0.05032561179056272,0.050325611790380864,-1.8185453143360064e-13
seir_1_1em6,seir,1,1em6,1016,100,0.0005022946614010593,0.005312941882440025,0.004810647221038966
seir_1_1em8,seir,1,1em8,804,100,6.511890606741844e-07,6.512785468704152e-07,8.948619623083687e-11
seir_2_0,seir,2,0,962,100,4.4506620611173275e-12,3.981037721700886e-12,-4.696243394164412e-13
seir_2_1em2,seir,2,1em2,749,100,0.08137302366784971,0.19963393884332226,0.11826091517547255
seir_2_1em4,seir,2,1em4,733,100,0.04379862457084682,0.1296433801130965,0.08584475554224968
seir_2_1em6,seir,2,1em6,883,100,0.0001560140520661113,0.0001560136692602132,-3.8280589809147614e-10
seir_2_1em8,seir,2,1em8,1056,100,4.419828110169277e-07,4.420098431712205e-07,2.703215429278316e-11
seir_3_0,seir,3,0,895,100,1.674216321134736e-13,2.930877762707951e-11,2.9141355994966034e-11
seir_3_1em2,seir,3,1em2,776,100,0.04025527439497589,0.052987580412799606,0.012732306017823714
seir_3_1em4,seir,3,1em4,646,100,0.022483435924968154,0.032360959674578305,0.009877523749610151
seir_3_1em6,seir,3,1em6,871,100,0.00026353473976081787,0.000263524102659618,-1.0637101199861831e-08
seir_3_1em8,seir,3,1em8,1059,100,7.771900706998736e-06,7.771987886040499e-06,8.717904176336333e-11
seir_4_0,seir,4,0,1339,100,0.0007010195744656667,0.0019915671027724846,0.001290547528306818
seir_4_1em2,seir,4,1em2,1290,100,0.5205815762873014,33.70836185834494,33.18778028205764
seir_4_1em4,seir,4,1em4,1164,100,0.08129121356036717,11.633496630578852,11.552205417018484
seir_4_1em6,seir,4,1em6,1126,100,0.06367048288335375,0.42891514357877697,0.3652446606954232
seir_4_1em8,seir,4,1em8,1528,100,0.02348193159267775,0.027712688778606998,0.004230757185929246
seir_5_0,seir,5,0,902,100,7.338574192772285e-14,1.5021317523178368e-13,7.682743330406083e-14
seir_5_1em2,seir,5,1em2,572,100,0.1707871390025434,0.3287906111662957,0.15800347216375232
seir_5_1em4,seir,5,1em4,766,100,0.0018883684516537436,0.0018883676248794279,-8.267743156764595e-10
seir_5_1em6,seir,5,1em6,792,100,4.19917184775187e-05,4.19917173076767e-05,-1.1698420010475274e-12
seir_5_1em8,seir,5,1em8,1090,100,4.126005033189273e-07,4.125946125865809e-07,-5.890732346358618e-12
seir_6_0,seir,6,0,1353,100,2.4099333639782117e-10,1.3345554772392632e-08,1.310456143599481e-08
seir_6_1em2,seir,6,1em2,1136,100,0.21268358158334655,0.9942421479901224,0.7815585664067759
seir_6_1em4,seir,6,1em4,1047,100,0.26597799710555325,4.3499927020735205,4.084014704967967
seir_6_1em6,seir,6,1em6,1082,100,0.005616228597793094,0.05977773773462236,0.05416150913682927
seir_6_1em8,seir,6,1em8,1465,100,0.00024519768835251643,0.005280866150415453,0.005035668462062937
seir_7_0,seir,7,0,1047,100,1.975766217299224e-10,3.8223090859101916e-08,3.8025514237371993e-08
seir_7_1em2,seir,7,1em2,1061,100,0.10763647362822559,2.8386725509332047,2.731036077304979
seir_7_1em4,seir,7,1em4,1001,100,0.08806501808626077,0.08806501808625894,-1.8318679906315083e-15
seir_7_1em6,seir,7,1em6,1086,100,0.0030818863637311344,0.003081870182801816,-1.6180929318654336e-08
seir_7_1em8,seir,7,1em8,1187,100,3.1120187175270875e-05,4.061196896726349e-05,9.491781791992615e-06
seir_8_0,seir,8,0,1301,100,1.936198978924608e-10,2.7126959419865315e-06,2.712502322088639e-06
seir_8_1em2,seir,8,1em2,973,100,0.4216582775615178,10.36967441119355,9.948016133632033
seir_8_1em4,seir,8,1em4,1069,100,0.1741034884467107,6.902283386469334,6.728179898022623
seir_8_1em6,seir,8,1em6,1088,100,0.015217450767886054,0.13565227826504728,0.12043482749716122
seir_8_1em8,seir,8,1em8,1397,100,0.0005132400707030249,0.0031540264981828603,0.0026407864274798354
seir_9_0,seir,9,0,923,100,6.906364369285711e-12,8.41826608422025e-12,1.5119017149345382e-12
seir_9_1em2,seir,9,1em2,700,100,0.0648351089220417,0.40409654045833754,0.33926143153629584
seir_9_1em4,seir,9,1em4,834,100,0.018939417781234757,0.03291453547511014,0.013975117693875383
seir_9_1em6,seir,9,1em6,1152,100,0.00011685245644554865,0.00011694793526861869,9.547882307003874e-08
seir_9_1em8,seir,9,1em8,1030,100,6.156946116275819e-07,6.156684621005937e-07,-2.6149526988206162e-11
sirt_treatment_0_0,sirt_treatment,0,0,1084,100,3.375077994860476e-14,2.8033131371785203e-12,2.7695623572299155e-12
sirt_treatment_0_1em2,sirt_treatment,0,1em2,889,100,0.18418370353828634,0.28318745751144836,0.09900375397316202
sirt_treatment_0_1em4,sirt_treatment,0,1em4,945,100,0.0013316775089649846,0.024302175356339606,0.02297049784737462
sirt_treatment_0_1em6,sirt_treatment,0,1em6,1316,100,1.0760681877455824e-05,1.0760535096215884e-05,-1.467812399402746e-10
sirt_treatment_0_1em8,sirt_treatment,0,1em8,1190,100,2.36959991961605e-07,2.3695255751965405e-07,-7.434441950948667e-12
sirt_treatment_1_0,sirt_treatment,1,0,968,100,1.3469780846264712e-13,3.533284775869561e-14,-9.936496070395151e-14
sirt_treatment_1_1em2,sirt_treatment,1,1em2,800,100,0.12499,0.19357993162998816,0.06858993162998815
sirt_treatment_1_1em4,sirt_treatment,1,1em4,744,100,0.0002769781193254911,0.017181196413590616,0.016904218294265125
sirt_treatment_1_1em6,sirt_treatment,1,1em6,748,100,1.1515962042019101e-06,1.151597337489818e-06,1.1332879079617442e-12
sirt_treatment_1_1em8,sirt_treatment,1,1em8,1069,100,7.635783619286407e-08,7.635903057079396e-08,1.1943779298917434e-12
sirt_treatment_2_0,sirt_treatment,2,0,959,100,5.754285936632186e-13,2.038347268751295e-11,1.980804409384973e-11
sirt_treatment_2_1em2,sirt_treatment,2,1em2,1130,100,0.2591157400434915,0.25911574004349414,2.609024107869118e-15
sirt_treatment_2_1em4,sirt_treatment,2,1em4,948,100,0.015383175313069986,0.022657712978198075,0.007274537665128089
sirt_treatment_2_1em6,sirt_treatment,2,1em6,1113,100,4.4550272689236614e-05,4.4550272689236614e-05,0.0
sirt_treatment_2_1em8,sirt_treatment,2,1em8,997,100,3.4636042700597613e-07,3.46535584228036e-07,1.7515722205985185e-10
sirt_treatment_3_0,sirt_treatment,3,0,963,100,2.939315457695102e-13,3.377853552422039e-13,4.3853809472693683e-14
sirt_treatment_3_1em2,sirt_treatment,3,1em2,767,100,0.07624488564509102,0.07624488564503396,-5.706546346573305e-14
sirt_treatment_3_1em4,sirt_treatment,3,1em4,898,100,0.002283472777525608,0.0022834727773756724,-1.499356194756274e-13
sirt_treatment_3_1em6,sirt_treatment,3,1em6,1074,100,1.3397394597880474e-05,1.3397460763120428e-05,6.616523995361945e-11
sirt_treatment_3_1em8,sirt_treatment,3,1em8,1056,100,7.703147320015091e-08,7.70724077336915e-08,4.0934533540593065e-11
sirt_treatment_4_0,sirt_treatment,4,0,859,100,2.530198273120732e-13,1.638023050531956e-12,1.3850032232198828e-12
sirt_treatment_4_1em2,sirt_treatment,4,1em2,872,100,0.3105349409030609,0.6699833949098324,0.3594484540067715
sirt_treatment_4_1em4,sirt_treatment,4,1em4,836,100,0.000879742602295619,0.0008797425516648971,-5.06307218373081e-11
sirt_treatment_4_1em6,sirt_treatment,4,1em6,973,100,9.279207793588817e-06,9.27920775373181e-06,-3.985700658404312e-14
sirt_treatment_4_1em8,sirt_treatment,4,1em8,943,100,1.4164457573517808e-07,1.4164142203565433e-07,-3.1536995237502197e-12
sirt_treatment_5_0,sirt_treatment,5,0,1223,100,2.1987967002701225e-13,3.2307490016592055e-14,-1.875721800104202e-13
sirt_treatment_5_1em2,sirt_treatment,5,1em2,708,100,0.09398845689603696,0.1437847595131955,0.04979630261715853
sirt_treatment_5_1em4,sirt_treatment,5,1em4,938,100,0.005497346083517096,0.019621364865930302,0.014124018782413206
sirt_treatment_5_1em6,sirt_treatment,5,1em6,1414,100,3.108006203217384e-05,3.108006280327924e-05,7.711054017534025e-13
sirt_treatment_5_1em8,sirt_treatment,5,1em8,1472,100,1.0582147680349152e-07,1.057185086694723e-07,-1.0296813401922122e-10
sirt_treatment_6_0,sirt_treatment,6,0,1244,100,6.98885394001536e-13,1.921796055626146e-13,-5.067057884389214e-13
sirt_treatment_6_1em2,sirt_treatment,6,1em2,947,100,0.20964738971858815,0.36413893499956096,0.1544915452809728
sirt_treatment_6_1em4,sirt_treatment,6,1em4,882,100,0.00044650321408634674,0.00819978852779335,0.0077532853137070035
sirt_treatment_6_1em6,sirt_treatment,6,1em6,1487,100,2.7908641386575894e-05,3.7260370977176827e-05,9.351729590600932e-06
sirt_treatment_6_1em8,sirt_treatment,6,1em8,1277,100,4.358585065089571e-07,4.3686636552742186e-07,1.007859018464785e-09
sirt_treatment_7_0,sirt_treatment,7,0,1282,100,1.0341727474383333e-12,4.219036231489781e-11,4.115618956745948e-11
sirt_treatment_7_1em2,sirt_treatment,7,1em2,907,100,0.07755776103759304,0.07755776103759304,0.0
sirt_treatment_7_1em4,sirt_treatment,7,1em4,1017,100,0.002974108359003691,0.0029741083591061646,1.0247358517290195e-13
sirt_treatment_7_1em6,sirt_treatment,7,1em6,1426,100,0.0001144878250074477,0.0001144878250074477,0.0
sirt_treatment_7_1em8,sirt_treatment,7,1em8,1273,100,3.298707964449754e-06,3.292109285846223e-06,-6.5986786035310274e-09
sirt_treatment_8_0,sirt_treatment,8,0,1028,100,1.732114451868938e-12,1.1926015730523432e-12,-5.395128788165948e-13
sirt_treatment_8_1em2,sirt_treatment,8,1em2,929,100,0.5376078630361913,0.5376078630360391,-1.5221157667610896e-13
sirt_treatment_8_1em4,sirt_treatment,8,1em4,1076,100,0.0007240028626691597,0.0007210228460470258,-2.980016622133874e-06
sirt_treatment_8_1em6,sirt_treatment,8,1em6,1381,100,7.182789003801204e-06,0.00011703349036173982,0.00010985070135793862
sirt_treatment_8_1em8,sirt_treatment,8,1em8,1217,100,4.458822613906399e-07,4.458210022262321e-07,-6.125916440780088e-11
sirt_treatment_9_0,sirt_treatment,9,0,1259,100,1.7486012637846216e-13,8.401612738850872e-14,-9.084399898995343e-14
sirt_treatment_9_1em2,sirt_treatment,9,1em2,872,100,0.07345342148565029,0.12353438572703129,0.050080964241381004
sirt_treatment_9_1em4,sirt_treatment,9,1em4,975,100,0.002926729876846723,0.005578769177920578,0.002652039301073855
sirt_treatment_9_1em6,sirt_treatment,9,1em6,1321,100,1.09004054269779e-05,1.0900405620295484e-05,1.9331758416285538e-13
sirt_treatment_9_1em8,sirt_treatment,9,1em8,1401,100,3.498690040459884e-08,3.493417360944662e-08,-5.272679515222478e-11
slow_fast_0_0,slow_fast,0,0,646,100,1.509903313490213e-14,1.4432899320127035e-14,-6.661338147750939e-16
slow_fast_0_1em2,slow_fast,0,1em2,728,100,0.007398866944296922,0.031640609339078696,0.024241742394781773
slow_fast_0_1em4,slow_fast,0,1em4,637,100,0.0004688466096156585,0.0004688466095360555,-7.960299086562372e-14
slow_fast_0_1em6,slow_fast,0,1em6,752,100,1.2855478486312188e-06,1.2855506589665167e-06,2.8103352978092744e-12
slow_fast_0_1em8,slow_fast,0,1em8,861,100,2.7904409560797205e-08,2.7904402455369848e-08,-7.105427357601002e-15
slow_fast_1_0,slow_fast,1,0,407,100,9.325873406851315e-15,3.4574565432876625e-12,3.448130669880811e-12
slow_fast_1_1em2,slow_fast,1,1em2,535,100,0.023042601889942116,0.023042601889935233,-6.8833827526759706e-15
slow_fast_1_1em4,slow_fast,1,1em4,556,100,0.0002932042880652297,0.0008090247806314954,0.0005158204925662657
slow_fast_1_1em6,slow_fast,1,1em6,737,100,1.4419980936541954e-06,1.4419932540810088e-06,-4.83957318664352e-12
slow_fast_1_1em8,slow_fast,1,1em8,546,100,2.953129663030296e-08,2.9525596190183023e-08,-5.700440119937866e-12
slow_fast_2_0,slow_fast,2,0,535,100,7.882583474838611e-15,3.560485239972877e-13,3.481659405224491e-13
slow_fast_2_1em2,slow_fast,2,1em2,708,100,0.004866044951823301,0.010822268191580997,0.005956223239757696
slow_fast_2_1em4,slow_fast,2,1em4,590,100,0.00018047053001085667,0.00032318015105428644,0.00014270962104342977
slow_fast_2_1em6,slow_fast,2,1em6,839,100,5.548310466618744e-07,5.549486598033226e-07,1.176131414482029e-10
slow_fast_2_1em8,slow_fast,2,1em8,747,100,6.0718646777147e-09,6.073137548412433e-09,1.272870697732742e-12
slow_fast_3_0,slow_fast,3,0,649,100,8.37108160567368e-13,2.5587310048535983e-12,1.7216228442862302e-12
slow_fast_3_1em2,slow_fast,3,1em2,728,100,0.10959173486853735,0.1534334506839301,0.04384171581539276
slow_fast_3_1em4,slow_fast,3,1em4,654,100,0.0017955410791334891,0.002917207656774723,0.0011216665776412338
slow_fast_3_1em6,slow_fast,3,1em6,840,100,8.799377784640683e-05,2.9286560304653264e-05,-5.8707217541753565e-05
slow_fast_3_1em8,slow_fast,3,1em8,653,100,4.5104614310176316e-07,4.510692325210286e-07,2.3089419265431843e-11
slow_fast_4_0,slow_fast,4,0,604,100,9.547918011776346e-15,3.8691272408186705e-13,3.773648060700907e-13
slow_fast_4_1em2,slow_fast,4,1em2,577,100,0.016747391981585924,0.016747391981580706,-5.218048215738236e-15
slow_fast_4_1em4,slow_fast,4,1em4,540,100,0.00019439479204219623,0.0005804351123764873,0.00038604032033429103
slow_fast_4_1em6,slow_fast,4,1em6,673,100,1.8889774703323425e-06,1.8882775767448123e-06,-6.998935875301981e-10
slow_fast_4_1em8,slow_fast,4,1em8,729,100,8.122104100394267e-08,8.121283534556767e-08,-8.205658375004532e-12
slow_fast_5_0,slow_fast,5,0,552,100,4.363176486776865e-14,8.661182882008234e-12,8.617551117140465e-12
slow_fast_5_1em2,slow_fast,5,1em2,662,100,0.046936614835623613,0.046936614835623613,0.0
slow_fast_5_1em4,slow_fast,5,1em4,559,100,0.0003313062763161678,0.0007303171169611988,0.000399010840645031
slow_fast_5_1em6,slow_fast,5,1em6,796,100,1.946385900675196e-06,1.946318816559156e-06,-6.708411603995046e-11
slow_fast_5_1em8,slow_fast,5,1em8,690,100,6.527814955248346e-08,6.518922701648222e-08,-8.892253600123468e-11
slow_fast_6_0,slow_fast,6,0,540,100,3.8746783559417963e-14,1.701971896750365e-13,1.3145040611561853e-13
slow_fast_6_1em2,slow_fast,6,1em2,496,100,0.015391873261623945,0.030868387296040578,0.015476514034416633
slow_fast_6_1em4,slow_fast,6,1em4,638,100,2.0863693140582562e-05,0.0005360265418269117,0.0005151628486863291
slow_fast_6_1em6,slow_fast,6,1em6,690,100,2.5705865105418724e-06,2.570608486074377e-06,2.1975532504825424e-11
slow_fast_6_1em8,slow_fast,6,1em8,616,100,3.641483892202757e-09,3.637402712364235e-09,-4.0811798385220754e-12
slow_fast_7_0,slow_fast,7,0,648,100,3.469446951953614e-13,8.379408278358369e-12,8.032463583163008e-12
slow_fast_7_1em2,slow_fast,7,1em2,684,100,0.05631416877403639,0.05631416877403639,0.0
slow_fast_7_1em4,slow_fast,7,1em4,696,100,0.0008528028793826081,0.0008528028793800546,-2.55351295663786e-15
slow_fast_7_1em6,slow_fast,7,1em6,803,100,9.043181365742115e-06,9.043181510959286e-06,1.4521717162097048e-13
slow_fast_7_1em8,slow_fast,7,1em8,628,100,2.4574703083590776e-07,2.4576029211687e-07,1.3261280962240107e-11
slow_fast_8_0,slow_fast,8,0,486,100,1.798006188380441e-13,1.1614043060603763e-12,9.816036872223322e-13
slow_fast_8_1em2,slow_fast,8,1em2,690,100,0.043830410247357954,0.04383041024735557,-2.3869795029440866e-15
slow_fast_8_1em4,slow_fast,8,1em4,681,100,0.000876087616972443,0.0017252762915930808,0.0008491886746206379
slow_fast_8_1em6,slow_fast,8,1em6,838,100,5.939270477373082e-06,5.939269796195745e-06,-6.811773367587648e-13
slow_fast_8_1em8,slow_fast,8,1em8,643,100,6.44504191904538e-07,6.444371202229959e-07,-6.707168154207466e-11
slow_fast_9_0,slow_fast,9,0,673,100,7.549516567451064e-14,1.8075541063922174e-12,1.7320589407177067e-12
slow_fast_9_1em2,slow_fast,9,1em2,667,100,0.06720356675384698,0.06720140960283272,-2.1571510142592842e-06
slow_fast_9_1em4,slow_fast,9,1em4,690,100,0.0039120852266719686,0.003912085227656625,9.846568005400513e-13
slow_fast_9_1em6,slow_fast,9,1em6,636,100,6.312146829945409e-05,6.312268941144339e-05,1.2211119893024147e-09
slow_fast_9_1em8,slow_fast,9,1em8,805,100,3.477514476379895e-08,3.3600905946507e-08,-1.1742388172919505e-09
vanderpol_0_0,vanderpol,0,0,104,93,1.354472090042691e-14,1.5987211554602254e-14,2.4424906541753444e-15
vanderpol_0_1em2,vanderpol,0,1em2,199,100,2.6788624627238633e-05,2.678777200337823e-05,-8.52623860403412e-10
vanderpol_0_1em4,vanderpol,0,1em4,200,100,4.4902143281344564e-07,4.4902135448721125e-07,-7.83262343873048e-14
vanderpol_0_1em6,vanderpol,0,1em6,122,100,7.450883215964765e-09,7.450837835598634e-09,-4.5380366131553274e-14
vanderpol_0_1em8,vanderpol,0,1em8,106,95,1.3546413990539463e-11,1.3528872466750386e-11,-1.7541523789077473e-14
vanderpol_1_0,vanderpol,1,0,84,82,3.0753177782116836e-14,2.9753977059954195e-14,-9.992007221626409e-16
vanderpol_1_1em2,vanderpol,1,1em2,177,100,9.020161691564166e-05,9.020161691564166e-05,0.0
vanderpol_1_1em4,vanderpol,1,1em4,197,100,7.929845999843366e-07,7.929849713539383e-07,3.7136960173711486e-13
vanderpol_1_1em6,vanderpol,1,1em6,98,93,2.257978382047554e-08,2.2579823344415217e-08,3.952393967665557e-14
vanderpol_1_1em8,vanderpol,1,1em8,81,85,8.396983108838185e-11,8.36459790320987e-11,-3.2385205628315816e-13
vanderpol_2_0,vanderpol,2,0,95,94,5.639932965095795e-14,1.2356782264077992e-13,6.716849298982197e-14
vanderpol_2_1em2,vanderpol,2,1em2,187,100,0.00024391709264981465,0.0002439169424260923,-1.5022372235051762e-10
vanderpol_2_1em4,vanderpol,2,1em4,221,100,1.0085322381669926e-06,1.008532078294877e-06,-1.5987211554602254e-13
vanderpol_2_1em6,vanderpol,2,1em6,140,100,4.144173448850097e-09,4.1426111430098445e-09,-1.5623058402525203e-12
vanderpol_2_1em8,vanderpol,2,1em8,100,100,1.6448375994571052e-10,1.6448031825433418e-10,-3.4416913763379853e-15
vanderpol_3_0,vanderpol,3,0,100,100,1.715294573045867e-14,3.352873534367973e-14,1.637578961322106e-14
vanderpol_3_1em2,vanderpol,3,1em2,189,100,9.558578599466738e-05,9.558578788498862e-05,1.8903212328780228e-12
vanderpol_3_1em4,vanderpol,3,1em4,217,100,1.9350547335039714e-06,1.9350547376117966e-06,4.107825191113079e-15
vanderpol_3_1em6,vanderpol,3,1em6,127,100,9.087505858929035e-09,9.08228753315754e-09,-5.218325771494392e-12
vanderpol_3_1em8,vanderpol,3,1em8,96,95,1.7228324322715594e-10,1.7228418691672687e-10,9.43689570931383e-16
vanderpol_4_0,vanderpol,4,0,80,81,9.867107131356079e-15,9.645062526431047e-15,-2.220446049250313e-16
vanderpol_4_1em2,vanderpol,4,1em2,178,100,2.147286343623378e-06,2.1472863268590103e-06,-1.6764367671839864e-14
vanderpol_4_1em4,vanderpol,4,1em4,171,100,1.5079274849616464e-07,1.5079270877793594e-07,-3.9718228705964975e-14
vanderpol_4_1em6,vanderpol,4,1em6,100,98,1.0420565382807112e-09,1.0420542068123595e-09,-2.3314683517128287e-15
vanderpol_4_1em8,vanderpol,4,1em8,86,81,1.1738054972454393e-11,1.181166275898704e-11,7.360778653264788e-14
vanderpol_5_0,vanderpol,5,0,113,100,2.475797344914099e-14,2.3647750424515834e-14,-1.1102230246251565e-15
vanderpol_5_1em2,vanderpol,5,1em2,220,100,0.002703586161720284,0.009229051159103885,0.006525464997383601
vanderpol_5_1em4,vanderpol,5,1em4,167,100,7.573002673233464e-06,7.573012776707078e-06,1.0103473613298775e-11
vanderpol_5_1em6,vanderpol,5,1em6,126,100,2.5304514961188573e-07,2.530451500004638e-07,3.885780586188048e-16
vanderpol_5_1em8,vanderpol,5,1em8,111,100,4.820061849653001e-10,4.820056576093634e-10,-5.273559366969494e-16
vanderpol_6_0,vanderpol,6,0,92,92,1.0658141036401503e-14,1.2323475573339238e-14,1.6653345369377348e-15
vanderpol_6_1em2,vanderpol,6,1em2,186,100,6.410459232972232e-05,6.410455482611099e-05,-3.7503611327593944e-11
vanderpol_6_1em4,vanderpol,6,1em4,204,100,4.6533371333978835e-07,4.653330852033566e-07,-6.281364317572979e-13
vanderpol_6_1em6,vanderpol,6,1em6,114,100,3.6901356803564767e-08,3.690130251365886e-08,-5.4289905904170155e-14
vanderpol_6_1em8,vanderpol,6,1em8,106,100,3.998343323097231e-11,3.9985237343387325e-11,1.8041124150158794e-15
vanderpol_7_0,vanderpol,7,0,113,100,9.103828801926284e-15,5.090372567906343e-14,4.1799896877137144e-14
vanderpol_7_1em2,vanderpol,7,1em2,212,100,6.795052506891608e-06,6.79505248335488e-06,-2.353672812205332e-14
vanderpol_7_1em4,vanderpol,7,1em4,174,100,1.485571762271931e-07,1.4855694518978169e-07,-2.310374114244951e-13
vanderpol_7_1em6,vanderpol,7,1em6,128,100,1.7045923561553877e-09,1.7054145873274251e-09,8.222311720373909e-13
vanderpol_7_1em8,vanderpol,7,1em8,124,100,2.821520794782373e-12,2.8210767055725228e-12,-4.440892098500626e-16
vanderpol_8_0,vanderpol,8,0,123,100,4.463096558993129e-14,4.241051954068098e-14,-2.220446049250313e-15
vanderpol_8_1em2,vanderpol,8,1em2,194,100,0.00030820100574324716,0.00030820100488648805,-8.567591081032333e-13
vanderpol_8_1em4,vanderpol,8,1em4,210,100,7.466578903603249e-06,7.465987040600197e-06,-5.918630030521399e-10
vanderpol_8_1em6,vanderpol,8,1em6,167,100,2.7976471583812668e-08,2.7976386318684376e-08,-8.526512829121202e-14
vanderpol_8_1em8,vanderpol,8,1em8,131,100,1.7533516860623877e-09,1.7533515750400852e-09,-1.1102230246251565e-16
vanderpol_9_0,vanderpol,9,0,126,100,9.547918011776346e-15,9.742207041085749e-15,1.942890293094024e-16
vanderpol_9_1em2,vanderpol,9,1em2,212,100,0.0010287725650004464,0.0010287725650004464,0.0
vanderpol_9_1em4,vanderpol,9,1em4,196,100,1.4683484887173526e-05,1.46834549041297e-05,-2.998304382550998e-11
vanderpol_9_1em6,vanderpol,9,1em6,177,100,2.3827731529535434e-07,2.3827384221242198e-07,-3.4730829323592616e-12
vanderpol_9_1em8,vanderpol,9,1em8,144,100,9.43120775920292e-10,9.43121136742775e-10,3.608224830031759e-16
